file	producer_bucket	has_struct_layer	separable_cut_crease	n_struct_layers
091122_024323-424731.pdf	adobe	Y	Y	1
091122_025011-597140.PDF	bcsi_packdesign			0
091122_025014-179016.pdf	adobe	Y	Y	1
091122_061857-432748.pdf	adobe			0
091122_083424-551917.pdf	office_print			0
091222_003701-284878.pdf	bcsi_packdesign			0
091222_004719-192318.pdf	adobe	Y	Y	1
091222_012357-314428.pdf	bcsi_packdesign			0
091222_012430-327880.pdf	bcsi_packdesign			0
091222_014701-487615.pdf	office_print			0
091222_014719-649540.pdf	adobe			0
091222_044434-352443.pdf	cairo			0
091222_065323-444373.pdf	adobe	Y	Y	1
091222_065456-158232.pdf	cairo			0
091222_080701-126396.pdf	office_print			0
100123_004552-104899.pdf	adobe			0
100123_005242-177599.pdf	adobe			0
100123_010158-948677.pdf	adobe			0
100123_011708-167336.PDF	bcsi_packdesign			0
100123_011720-811743.pdf	bcsi_packdesign			0
100123_011720-949573.pdf	adobe			0
100123_012635-241189.pdf	adobe			0
100123_012646-834446.pdf	adobe			0
100123_020718-554347.pdf	adobe			0
100123_020742-387667.pdf	adobe			0
100123_062102-814082.PDF	bcsi_packdesign			0
100223_011602-572336.pdf	adobe			0
100223_012551-124569.pdf	office_print			0
100223_021940-117869.pdf	adobe			0
100223_030700-357012.pdf	cairo			0
100223_030830-914477.pdf	office_print			0
100223_030906-614882.pdf	office_print			0
100223_041249-728822.pdf	bcsi_packdesign			0
100223_043234-498390.PDF	bcsi_packdesign			0
100223_045457-153196.pdf	adobe	Y	Y	1
100223_050816-964629.pdf	adobe			0
100223_080231-875493.pdf	cairo			0
100223_085505-475897.PDF	adobe			0
100223_085509-184119.pdf	adobe	Y	Y	1
100223_092225-728849.PDF	bcsi_packdesign			0
100323_010541-209827.pdf	other			0
100323_011408-993667.PDF	adobe			0
100323_011412-998528.pdf	bcsi_packdesign			0
100323_014733-581824.PDF	adobe			0
100323_014737-733933.pdf	adobe	Y	Y	1
100323_014755-818258.pdf	adobe			0
100323_014813-447736.pdf	other			0
100323_021109-656332.PDF	bcsi_packdesign			0
100323_021119-192235.pdf	bcsi_packdesign			0
100323_022313-205477.pdf	cairo			0
100323_030413-792823.pdf	office_print			0
100323_030702-657018.pdf	adobe	Y	Y	1
100323_051529-565333.pdf	cairo			0
100323_053706-123162.pdf	bcsi_packdesign			0
100323_060756-311550.PDF	bcsi_packdesign			0
100323_060801-794266.pdf	bcsi_packdesign			0
100323_063647-908287.pdf	office_print			0
100323_070856-233977.pdf	adobe	Y		1
100323_071339-372596.PDF	bcsi_packdesign			0
100323_071342-765337.pdf	bcsi_packdesign			0
100323_081716-119970.pdf	bcsi_packdesign			0
100323_083522-716272.pdf	cairo			0
100323_083543-411945.PDF	bcsi_packdesign			0
100323_085302-496627.pdf	adobe	Y	Y	1
100323_085459-159822.pdf	adobe	Y	Y	1
100323_092759-611766.PDF	bcsi_packdesign			0
100423_053908-693214.pdf	adobe			0
100423_070656-982288.PDF	bcsi_packdesign			0
100423_071544-604828.pdf	cairo			0
100423_072218-519567.PDF	bcsi_packdesign			0
100423_072659-305562.pdf	bcsi_packdesign			0
100423_081032-316164.pdf	office_print			0
100423_084541-394066.pdf	adobe			0
100423_085352-527521.PDF	bcsi_packdesign			0
100523_012059-916332.PDF	bcsi_packdesign			0
100523_012108-409110.pdf	bcsi_packdesign			0
100523_012124-591584.pdf	adobe			0
100523_020908-291368.pdf	office_print			0
100523_021353-825315.PDF	bcsi_packdesign			0
100523_021356-802128.pdf	bcsi_packdesign			0
100523_021424-111839.pdf	office_print			0
100523_021628-179135.pdf	office_print			0
100523_021712-768015.pdf	adobe	Y		1
100523_022845-227485.pdf	cairo			0
100523_022859-468246.pdf	adobe			0
100523_035614-877595.pdf	bcsi_packdesign			0
100523_035636-127119.pdf	bcsi_packdesign			0
100523_035651-773125.pdf	other			0
100523_035700-922915.pdf	other			0
100523_041824-323532.PDF	bcsi_packdesign			0
100523_061610-874178.PDF	bcsi_packdesign			0
100523_061616-389951.pdf	bcsi_packdesign			0
100523_071117-103583.PDF	bcsi_packdesign			0
100523_071222-558752.pdf	bcsi_packdesign			0
100523_071554-921626.PDF	bcsi_packdesign			0
100523_071641-217578.pdf	bcsi_packdesign			0
100523_074644-601612.pdf	other			0
100523_074656-639449.PDF	bcsi_packdesign			0
100523_074720-593330.pdf	bcsi_packdesign			0
100523_075543-758097.pdf	cairo			0
100523_090640-444638.pdf	cairo			0
100523_090707-871866.pdf	other			0
100523_092637-299254.pdf	office_print			0
100523_094008-995860.PDF	bcsi_packdesign			0
100523_094012-545874.pdf	office_print			0
100523_095932-594226.pdf	other			0
100622_015600.pdf	adobe			0
100622_035149.PDF	bcsi_packdesign			0
100623_013401-678131.pdf	cairo			0
100623_015823-254670.pdf	cairo			0
100623_022939-892012.pdf	adobe			0
100623_040327-957452.PDF	adobe			0
100623_042145-391343.PDF	adobe			0
100623_051931-482516.pdf	adobe	Y	Y	1
100623_051937-643117.pdf	office_print			0
100623_061801-429647.pdf	other			0
100723_102102-924960.PDF	bcsi_packdesign			0
100723_102120-518425.pdf	bcsi_packdesign			0
100723_103447-841147.PDF	bcsi_packdesign			0
100723_103450-809098.pdf	adobe			0
100723_103454-784477.pdf	other			0
100723_105347-619294.pdf	adobe			0
100723_105921-529448.PDF	bcsi_packdesign			0
100723_105929-686513.pdf	bcsi_packdesign			0
100723_114544-833030.PDF	bcsi_packdesign			0
100723_115658-579235.PDF	bcsi_packdesign			0
100723_115718-953515.pdf	bcsi_packdesign			0
100723_122522-446082.PDF	bcsi_packdesign			0
100723_123952-103731.pdf	adobe			0
100723_123955-727953.pdf	adobe			0
100723_124323-586621.pdf	adobe			0
100723_124326-289199.pdf	adobe			0
100723_124854-252358.pdf	cairo			0
100723_125518-139584.pdf	cairo			0
100723_125638-945224.PDF	bcsi_packdesign			0
100723_125709-982526.pdf	bcsi_packdesign			0
100723_125845-998556.PDF	bcsi_packdesign			0
100723_142810-684767.PDF	bcsi_packdesign			0
100723_142840-114123.pdf	bcsi_packdesign			0
100723_142849-298148.pdf	adobe			0
100723_142855-651435.pdf	adobe			0
100723_143813-506799.PDF	bcsi_packdesign			0
100723_143817-583358.pdf	adobe			0
100723_143820-344160.pdf	other			0
100723_143820-436594.pdf	bcsi_packdesign			0
100723_143822-469626.PDF	bcsi_packdesign			0
100723_143828-823359.pdf	bcsi_packdesign			0
100723_143835-534074.pdf	adobe			0
100723_145446-758637.PDF	bcsi_packdesign			0
100723_154526-542247.pdf	adobe	Y	Y	1
100723_154802-271872.pdf	cairo			0
100723_155108-219972.pdf	adobe	Y	Y	1
100723_155115-672036.pdf	cairo			0
100723_155413-741985.pdf	other			0
100723_155419-672995.pdf	adobe			0
100723_161330-168057.pdf	other			0
100723_161335-371637.pdf	other			0
100723_165033-697498.pdf	office_print			0
100723_170320-848557.pdf	cairo			0
100723_175642-383921.PDF	bcsi_packdesign			0
100723_175648-217844.pdf	bcsi_packdesign			0
100822_012109-803690.pdf	bcsi_packdesign			0
100822_013948-684320.pdf	bcsi_packdesign			0
100822_064748-129156.pdf	bcsi_packdesign			0
100822_064756-737175.PDF	bcsi_packdesign			0
100823_105832-408478.pdf	adobe			0
100823_111208-124661.pdf	other			0
100823_111224-626899.pdf	other			0
100823_111332-934658.pdf	adobe	Y	Y	1
100823_114927-952262.pdf	cairo			0
100823_120816-803425.PDF	bcsi_packdesign			0
100823_123117-238747.PDF	adobe			0
100823_123126-182327.pdf	other			0
100823_125039-924330.pdf	cairo			0
100823_125042-779029.pdf	cairo			0
100823_144429-305598.pdf	office_print			0
100823_144455-876819.pdf	office_print			0
100823_144512-399019.pdf	office_print			0
100823_144534-552967.pdf	office_print			0
100823_153345-335926.pdf	cairo			0
100823_153348-997843.PDF	bcsi_packdesign			0
100823_155130-562547.PDF	bcsi_packdesign			0
100823_164441-317964.PDF	bcsi_packdesign			0
100823_164743-106279.PDF	bcsi_packdesign			0
100823_164908-454611.PDF	bcsi_packdesign			0
100823_183641-773720.pdf	adobe			0
100823_185137-938285.pdf	office_print			0
100823_185234-492031.pdf	office_print			0
100823_190543-331183.pdf	office_print			0
100922_014108-967242.pdf	cairo			0
100922_020029-911086.pdf	cairo			0
101022_063107-244123.pdf	cairo			0
101022_072543-614050.pdf	adobe	Y	Y	1
101022_075536-228537.pdf	other			0
101022_075547-518178.pdf	adobe	Y		1
101022_080756-664165.pdf	other			0
101022_080915-386050.pdf	adobe	Y		1
101022_082005-869880.pdf	other			0
101022_082446-482543.pdf	other			0
101022_082735-835315.pdf	adobe	Y	Y	1
101022_093959-859818.PDF	bcsi_packdesign			0
101022_094028-415418.pdf	bcsi_packdesign			0
101122_002556-394515.PDF	bcsi_packdesign			0
101122_020605-229286.PDF	bcsi_packdesign			0
101122_020609-792676.pdf	adobe	Y	Y	1
101122_021240-319710.pdf	bcsi_packdesign			0
101122_030742-504132.PDF	bcsi_packdesign			0
101122_030745-331430.pdf	adobe	Y	Y	1
101122_030906-951869.pdf	other			0
101122_032057-922082.pdf	adobe			0
101122_032105-378060.pdf	bcsi_packdesign			0
101122_032108-923243.PDF	bcsi_packdesign			0
101122_033443-431194.PDF	bcsi_packdesign			0
101122_033449-325022.pdf	adobe	Y	Y	1
101122_033457-403353.pdf	other			0
101122_034319-468154.pdf	adobe			0
101122_052731-992141.pdf	office_print			0
101122_054214-981685.pdf	office_print			0
101122_071945-914715.pdf	bcsi_packdesign			0
101122_071950-217332.PDF	bcsi_packdesign			0
101122_084341-382541.PDF	bcsi_packdesign			0
101122_084345-859662.pdf	adobe	Y	Y	1
101222_062157-945196.pdf	adobe			0
110123_001038-386168.pdf	office_print			0
110123_003641-597377.PDF	bcsi_packdesign			0
110123_011111-495182.PDF	bcsi_packdesign			0
110123_011115-708695.pdf	other			0
110123_011118-783782.pdf	bcsi_packdesign			0
110123_011942-812583.pdf	adobe			0
110123_024719-532365.PDF	bcsi_packdesign			0
110123_024723-815973.pdf	adobe	Y	Y	1
110123_031851-268718.pdf	adobe			0
110123_032122-304757.PDF	bcsi_packdesign			0
110123_032136-181066.pdf	bcsi_packdesign			0
110123_044553-855193.pdf	adobe			0
110123_050115-725486.PDF	adobe			0
110123_050119-963486.pdf	adobe	Y	Y	1
110123_050941-223374.pdf	adobe	Y		1
110123_050948-248710.PDF	bcsi_packdesign			0
110123_050952-267932.pdf	bcsi_packdesign			0
110123_054713-699327.PDF	bcsi_packdesign			0
110123_054720-378572.PDF	bcsi_packdesign			0
110123_054725-681259.pdf	bcsi_packdesign			0
110123_054727-224361.pdf	adobe			0
110123_063910-214728.pdf	adobe			0
110123_073452-426887.pdf	adobe			0
110123_075106-799757.PDF	adobe			0
110123_075116-344125.pdf	adobe	Y	Y	1
110223_003032-446264.pdf	adobe	Y	Y	1
110223_003141-334546.pdf	adobe			0
110223_010902-295864.pdf	bcsi_packdesign			0
110223_010907-741199.PDF	bcsi_packdesign			0
110223_013445-114333.pdf	bcsi_packdesign			0
110223_013504-514917.PDF	bcsi_packdesign			0
110223_014505-829664.pdf	bcsi_packdesign			0
110223_014513-299765.PDF	bcsi_packdesign			0
110223_015435-183826.pdf	bcsi_packdesign			0
110223_015451-749661.PDF	bcsi_packdesign			0
110223_024523-712217.pdf	other			0
110223_024634-904569.pdf	other			0
110223_024706-878857.pdf	other			0
110223_024741-281579.pdf	bcsi_packdesign			0
110223_024747-932949.PDF	bcsi_packdesign			0
110223_024805-565215.pdf	other			0
110223_024908-457397.pdf	other			0
110223_025001-948951.pdf	other			0
110223_025030-894835.pdf	other			0
110223_025051-744115.pdf	other			0
110223_025452-127722.pdf	bcsi_packdesign			0
110223_025458-216948.PDF	bcsi_packdesign			0
110223_025937-917419.pdf	adobe	Y	Y	1
110223_025941-768973.pdf	office_print			0
110223_030354-907713.pdf	office_print			0
110223_045937-224571.PDF	bcsi_packdesign			0
110223_045942-599836.pdf	bcsi_packdesign			0
110223_050022-188322.PDF	bcsi_packdesign			0
110223_050026-898589.pdf	bcsi_packdesign			0
110223_083406-368390.pdf	office_print			0
110323_004854-559410.pdf	office_print			0
110323_053215-243437.PDF	bcsi_packdesign			0
110323_053952-883547.PDF	bcsi_packdesign			0
110323_054009-557610.pdf	cairo			0
110323_061927-476528.pdf	adobe	Y	Y	1
110323_065054-282749.PDF	bcsi_packdesign			0
110323_071542-849488.PDF	bcsi_packdesign			0
110323_071826-734261.pdf	cairo			0
110323_073113-399466.pdf	office_print			0
110323_073425-454883.pdf	adobe			0
110323_075702-104269.pdf	bcsi_packdesign			0
110323_075723-157993.pdf	cairo			0
110323_080135-785582.pdf	adobe	Y	Y	1
110323_080227-734982.pdf	adobe			0
110323_080307-981182.pdf	adobe	Y	Y	1
110323_080409-792850.pdf	bcsi_packdesign			0
110323_081130-474070.PDF	bcsi_packdesign			0
110323_081152-441166.pdf	cairo			0
110323_082216-443377.pdf	bcsi_packdesign			0
110323_082922-474252.pdf	adobe			0
110323_083017-704592.pdf	cairo			0
110423_013729-126187.pdf	other			0
110523_011848-674019.PDF	bcsi_packdesign			0
110523_021816-927930.PDF	adobe			0
110523_021938-815526.pdf	adobe	Y	Y	1
110523_031021-212325.PDF	bcsi_packdesign			0
110523_031536-912494.pdf	adobe	Y	Y	1
110523_031619-678696.pdf	office_print			0
110523_032152-986254.PDF	bcsi_packdesign			0
110523_033209-247248.pdf	other			0
110523_033213-656324.pdf	other			0
110523_033329-275354.pdf	other			0
110523_033334-278534.pdf	other			0
110523_033531-297820.pdf	adobe	Y	Y	1
110523_033635-541378.pdf	adobe	Y		1
110523_034421-851146.pdf	adobe			0
110523_040414-233136.PDF	bcsi_packdesign			0
110523_042647-282329.pdf	office_print			0
110523_063254-567379.pdf	office_print			0
110523_074117-596839.pdf	other			0
110523_074122-637859.pdf	other			0
110523_074126-128379.pdf	other			0
110523_080448-107240.pdf	cairo			0
110523_082616-866728.pdf	other			0
110523_090246-787054.pdf	other			0
110523_094345-132586.PDF	bcsi_packdesign			0
110523_094350-267181.pdf	bcsi_packdesign			0
110722_055501.pdf	other			0
110722_055831.pdf	other			0
110722_071903.pdf	adobe			0
110723_122515-624077.pdf	bcsi_packdesign			0
110723_151219-829637.pdf	adobe			0
110723_151231-881053.pdf	adobe			0
110723_151241-212828.PDF	bcsi_packdesign			0
110723_155611-814291.pdf	adobe			0
110723_155618-357248.pdf	adobe			0
110723_162057-773537.pdf	office_print			0
110723_162837-679931.pdf	bcsi_packdesign			0
110723_163054-939337.pdf	bcsi_packdesign			0
110723_163307-908343.pdf	other			0
110723_163357-827536.pdf	bcsi_packdesign			0
110822_033019-683333.PDF	adobe			0
110822_033025-493985.pdf	adobe	Y	Y	1
110822_035417-485568.PDF	adobe			0
110822_035421-689628.pdf	adobe	Y	Y	1
110822_042338-635612.pdf	cairo			0
110822_073010-766964.pdf	office_print			0
110822_073015-848977.pdf	office_print			0
110822_091645-473055.pdf	bcsi_packdesign			0
110822_091653-353466.pdf	adobe	Y	Y	1
110822_092105-594498.pdf	adobe	Y		1
110822_092314-487615.pdf	other			0
110822_105351-503290.PDF	bcsi_packdesign			0
110823_094913-498637.PDF	adobe			0
110823_094915-869031.pdf	cairo			0
110823_103649-905044.pdf	cairo			0
110823_105526-931569.pdf	adobe			0
110823_110609-462297.pdf	other			0
110823_114245-815645.pdf	adobe			0
110823_124756-612789.pdf	other			0
110823_125423-279740.pdf	adobe	Y	Y	1
110823_125428-629414.pdf	adobe	Y	Y	1
110823_125931-535271.pdf	other			0
110823_130031-141626.pdf	adobe	Y	Y	1
110823_130213-987424.pdf	other			0
110823_162929-908771.pdf	other			0
110823_163314-125775.pdf	adobe			0
110823_164713-979819.pdf	cairo			0
110823_170550-321011.PDF	adobe			0
110823_171017-541286.pdf	other			0
110823_171356-245412.pdf	other			0
110823_173319-872497.pdf	other			0
110823_175701-378326.pdf	other			0
110823_180933-657199.pdf	adobe	Y	Y	1
110823_180939-915921.pdf	other			0
110823_181059-886790.pdf	other			0
110823_181102-276980.pdf	other			0
110823_181324-456228.pdf	cairo			0
110823_181931-114150.pdf	other			0
111022_023717-991511.pdf	other			0
111022_050257-862041.pdf	other			0
111022_050501-541552.pdf	cairo			0
111022_073042-556266.pdf	office_print			0
111022_080311-339763.pdf	other			0
111022_082631-275930.pdf	office_print			0
111022_084954-206491.pdf	office_print			0
111022_092156-203851.pdf	adobe			0
111022_092205-455122.pdf	adobe			0
111022_092217-133729.pdf	adobe			0
111022_092227-898882.pdf	adobe			0
111022_092238-537884.pdf	adobe			0
111022_092246-888554.pdf	adobe			0
111022_092300-329645.pdf	adobe			0
111022_092309-379614.pdf	adobe			0
111022_121836-194482.pdf	adobe			0
111122_010417-534970.pdf	office_print			0
111122_011725-689866.pdf	adobe	Y	Y	1
111122_011742-101446.pdf	cairo			0
111122_012816-197059.PDF	adobe			0
111122_012822-999067.pdf	adobe	Y	Y	1
111122_012833-537199.pdf	other			0
111122_015758-814356.pdf	office_print			0
111122_023014-759267.pdf	other			0
111122_023105-954482.pdf	adobe	Y	Y	1
111122_023108-669483.PDF	bcsi_packdesign			0
111122_023320-603091.PDF	bcsi_packdesign			0
111122_023324-354517.pdf	bcsi_packdesign			0
111122_023327-591977.pdf	other			0
111122_031331-251728.pdf	office_print			0
111122_043810-689510.PDF	bcsi_packdesign			0
111122_043814-307244.pdf	bcsi_packdesign			0
111122_044216-642724.pdf	bcsi_packdesign			0
111122_045852-629294.PDF	bcsi_packdesign			0
111122_045957-751381.PDF	bcsi_packdesign			0
111122_054707-308148.pdf	other			0
111122_055035-148744.pdf	other			0
111122_061917-668936.PDF	bcsi_packdesign			0
111122_061928-819638.pdf	bcsi_packdesign			0
111122_075226-578640.PDF	bcsi_packdesign			0
111122_075232-247540.PDF	bcsi_packdesign			0
111122_075238-226618.pdf	bcsi_packdesign			0
120123_024028-998884.PDF	bcsi_packdesign			0
120123_024032-629952.pdf	adobe	Y	Y	1
120123_024039-575635.pdf	other			0
120123_024801-518151.PDF	adobe			0
120123_024927-697562.pdf	adobe	Y	Y	1
120123_025146-696841.pdf	cairo			0
120123_025157-541789.pdf	cairo			0
120123_025220-534467.pdf	other			0
120123_025223-137840.PDF	adobe			0
120123_025226-218328.pdf	adobe	Y	Y	1
120123_031004-436649.pdf	adobe	Y	Y	1
120123_033013-659392.pdf	adobe			0
120123_053936-411434.pdf	adobe			0
120123_053941-352333.pdf	adobe	Y		1
120123_075859-967269.PDF	adobe			0
120123_082814-289199.pdf	adobe			0
120123_090202-916843.PDF	bcsi_packdesign			0
120123_090211-748912.pdf	adobe	Y	Y	1
120523_010712-435032.PDF	bcsi_packdesign			0
120523_010722-643419.pdf	bcsi_packdesign			0
120523_023323-108646.pdf	office_print			0
120523_023330-818130.pdf	office_print			0
120523_041713-279858.pdf	adobe			0
120523_041743-495877.PDF	adobe			0
120523_041746-353767.pdf	adobe	Y	Y	1
120523_060050-198649.pdf	other			0
120523_062906-703450.pdf	office_print			0
120523_062942-692281.pdf	cairo			0
120523_072658-817353.PDF	adobe			0
120523_072703-404760.pdf	adobe	Y	Y	1
120523_083418-732727.pdf	cairo			0
120523_084724-227514.PDF	bcsi_packdesign			0
120523_084845-376379.PDF	bcsi_packdesign			0
120523_085009-272448.PDF	bcsi_packdesign			0
120523_085016-728456.pdf	other			0
120623_084119-422749.pdf	other			0
120623_084248-704739.pdf	adobe			0
120623_084253-518060.PDF	bcsi_packdesign			0
120623_090051-869424.PDF	bcsi_packdesign			0
120623_090055-658972.pdf	adobe			0
120623_090113-238263.pdf	other			0
120623_091854-209790.pdf	adobe			0
120623_091911-417611.PDF	bcsi_packdesign			0
120623_091919-165681.pdf	other			0
120722_015255.pdf	adobe			0
120722_020035.pdf	adobe			0
120722_031458.pdf	adobe	Y	Y	1
120722_060932.pdf	adobe			0
120722_085301.pdf	other			0
120723_102144-502514.pdf	adobe			0
120723_104553-973514.pdf	cairo			0
120723_104934-709298.PDF	bcsi_packdesign			0
120723_105539-213466.PDF	bcsi_packdesign			0
120723_111931-534614.pdf	adobe	Y	Y	1
120723_111947-306942.pdf	adobe	Y	Y	1
120723_111950-914414.pdf	adobe	Y	Y	1
120723_111956-318895.pdf	adobe	Y	Y	1
120723_112003-414549.pdf	adobe	Y	Y	1
120723_112010-128169.pdf	adobe	Y	Y	1
120723_112743-926039.pdf	adobe			0
120723_115002-553023.pdf	adobe	Y	Y	1
120723_115007-556650.pdf	adobe	Y	Y	1
120723_115011-971513.pdf	adobe	Y	Y	1
120723_115015-333677.pdf	adobe	Y	Y	1
120723_115019-596774.pdf	adobe	Y	Y	1
120723_115024-365714.pdf	adobe	Y	Y	1
120723_154208-177152.PDF	bcsi_packdesign			0
120723_154213-509896.pdf	bcsi_packdesign			0
120723_155015-271397.pdf	other			0
120723_160923-838137.pdf	other			0
120723_164653-587434.pdf	other			0
120723_170104-661589.pdf	other			0
120723_171016-712161.pdf	office_print			0
120723_173657-613713.PDF	adobe			0
120723_173701-367340.pdf	adobe	Y		1
120723_173936-357724.pdf	cairo			0
120922_015024-363766.PDF	bcsi_packdesign			0
120922_022859-947116.PDF	bcsi_packdesign			0
120922_032928-326438.pdf	adobe			0
120922_041412-813150.PDF	adobe			0
120922_043810-498755.pdf	other			0
120922_074808-879542.PDF	bcsi_packdesign			0
120922_074815-997632.pdf	adobe	Y	Y	1
121022_014402-521196.pdf	cairo			0
121022_015145-744050.pdf	adobe			0
121022_080156-801022.pdf	adobe			0
121022_080807-681113.pdf	cairo			0
121222_000421-612488.pdf	adobe			0
121222_000449-118052.pdf	adobe			0
121222_000510-332353.pdf	adobe			0
121222_000534-372213.pdf	adobe			0
121222_004937-889458.PDF	bcsi_packdesign			0
121222_004942-557856.PDF	bcsi_packdesign			0
121222_004946-749871.pdf	adobe	Y	Y	1
121222_005246-567645.PDF	bcsi_packdesign			0
121222_031719-899340.pdf	adobe			0
121222_043708-265419.pdf	office_print			0
121222_043753-184210.pdf	other			0
121222_050911-957718.pdf	adobe			0
121222_050915-295719.pdf	other			0
121222_050920-796486.pdf	adobe	Y		1
121222_052352-381335.pdf	adobe			0
121222_052356-191394.pdf	other			0
121222_052400-933635.pdf	adobe	Y		1
121222_052655-841476.pdf	adobe			0
121222_052657-659868.pdf	other			0
121222_052702-839517.pdf	adobe	Y		1
121222_061426-751354.pdf	adobe			0
121222_065630-533563.pdf	bcsi_packdesign			0
121222_065637-809629.PDF	bcsi_packdesign			0
121222_070859-655792.PDF	bcsi_packdesign			0
121222_070926-358026.pdf	bcsi_packdesign			0
121222_072028-493592.PDF	bcsi_packdesign			0
121222_072034-234754.pdf	bcsi_packdesign			0
121222_073013-136433.PDF	bcsi_packdesign			0
121222_073027-541433.pdf	bcsi_packdesign			0
121222_074049-926459.PDF	bcsi_packdesign			0
121222_074107-401698.pdf	bcsi_packdesign			0
121222_075814-497668.PDF	bcsi_packdesign			0
121222_075820-726245.pdf	bcsi_packdesign			0
121222_080213-534970.pdf	other			0
121222_080431-142082.PDF	adobe			0
121222_080437-294877.pdf	bcsi_packdesign			0
121222_083451-389979.pdf	adobe			0
121222_083508-155590.pdf	adobe	Y		1
130123_003415-767475.PDF	bcsi_packdesign			0
130123_010829-671798.PDF	bcsi_packdesign			0
130123_010837-834620.pdf	bcsi_packdesign			0
130123_010958-604435.pdf	adobe			0
130123_014342-909814.pdf	other			0
130123_030720-648251.pdf	other			0
130123_031818-642431.pdf	adobe			0
130123_060252-558695.PDF	bcsi_packdesign			0
130123_084447-308778.pdf	adobe			0
130223_003047-731018.PDF	adobe			0
130223_003050-397127.pdf	adobe	Y	Y	1
130223_025300-634232.pdf	bcsi_packdesign			0
130223_035601-849937.pdf	adobe	Y	Y	1
130223_035612-593239.pdf	adobe	Y		1
130223_044252-955561.pdf	adobe	Y	Y	1
130223_045033-304036.pdf	adobe	Y	Y	1
130223_053730-907173.pdf	adobe	Y	Y	1
130223_082505-797263.PDF	bcsi_packdesign			0
130223_082511-908343.pdf	bcsi_packdesign			0
130223_082557-274815.pdf	other			0
130223_083723-135136.PDF	adobe			0
130223_083730-556777.pdf	adobe			0
130223_083738-381125.pdf	adobe			0
130223_084423-874535.PDF	bcsi_packdesign			0
130323_025522-591795.pdf	other			0
130323_033620-882980.pdf	adobe			0
130323_033817-728492.pdf	other			0
130323_041718-669027.pdf	adobe			0
130323_041725-903874.pdf	adobe			0
130323_041728-579599.pdf	adobe			0
130323_042834-139640.pdf	adobe			0
130323_042838-899038.pdf	adobe			0
130323_042841-472598.pdf	adobe			0
130323_060425-612186.pdf	bcsi_packdesign			0
130323_060627-624799.PDF	bcsi_packdesign			0
130323_062122-331732.PDF	adobe			0
130323_062132-749395.pdf	adobe	Y	Y	1
130323_062402-348958.pdf	bcsi_packdesign			0
130323_062409-857533.PDF	bcsi_packdesign			0
130323_062553-286494.pdf	adobe			0
130323_062837-841056.pdf	cairo			0
130323_062941-791325.pdf	office_print			0
130323_063054-996974.pdf	other			0
130523_082338-852288.pdf	office_print			0
130523_082728-411460.pdf	other			0
130523_082735-671945.pdf	other			0
130523_082743-103822.pdf	office_print			0
130523_082914-409621.pdf	other			0
130523_082921-358510.pdf	other			0
130523_082932-828942.pdf	office_print			0
130622_031029.pdf	office_print			0
130623_014948-653719.PDF	bcsi_packdesign			0
130623_014951-661260.pdf	adobe			0
130623_015540-296431.pdf	cairo			0
130623_024829-963843.pdf	other			0
130623_034047-179820.pdf	cairo			0
130623_040632-781772.pdf	cairo			0
130623_040807-984445.pdf	other			0
130623_040810-203467.pdf	adobe	Y	Y	1
130623_040812-659539.pdf	adobe	Y	Y	1
130623_042245-632696.pdf	adobe	Y	Y	1
130623_042255-871592.pdf	adobe	Y	Y	1
130623_042743-699445.pdf	adobe	Y	Y	1
130623_053130-392568.pdf	cairo			0
130623_062314-959034.PDF	adobe			0
130623_063129-835167.pdf	adobe			0
130623_065053-279648.pdf	adobe	Y	Y	1
130623_065058-947746.pdf	adobe	Y	Y	1
130623_065103-781772.pdf	office_print			0
130623_065536-501189.pdf	cairo			0
130623_072823-386744.pdf	cairo			0
130623_072947-887293.pdf	office_print			0
130623_072952-606564.pdf	adobe	Y	Y	1
130623_072959-506324.pdf	adobe	Y	Y	1
130623_074156-404486.pdf	cairo			0
130623_083538-387968.pdf	adobe			0
130623_091817-284996.PDF	adobe			0
130623_095509-568422.PDF	bcsi_packdesign			0
130723_100457-538871.pdf	office_print			0
130723_115444-497586.pdf	cairo			0
130723_120302-127566.pdf	cairo			0
130723_124522-497942.pdf	cairo			0
130723_125958-322144.pdf	adobe			0
130723_130324-206849.pdf	adobe			0
130723_130346-262987.pdf	cairo			0
130723_133319-217569.pdf	adobe			0
130723_135156-273134.pdf	adobe			0
130723_142400-458658.pdf	cairo			0
130723_142403-875824.pdf	adobe			0
130723_154701-124752.pdf	adobe			0
130723_160704-522331.pdf	cairo			0
130723_161840-817892.pdf	cairo			0
130723_161858-462388.pdf	adobe			0
130723_162004-364369.pdf	adobe			0
130723_171434-445753.PDF	bcsi_packdesign			0
130723_172632-968466.pdf	adobe	Y	Y	1
130723_175004-648671.PDF	bcsi_packdesign			0
130723_175036-132112.pdf	adobe			0
130723_175815-789155.PDF	bcsi_packdesign			0
130723_175851-222086.pdf	adobe			0
130723_180627-573386.PDF	bcsi_packdesign			0
130723_180635-306493.pdf	bcsi_packdesign			0
130723_182910-408360.PDF	bcsi_packdesign			0
130723_182914-635429.pdf	bcsi_packdesign			0
130822_020616-904477.PDF	bcsi_packdesign			0
130822_020624-909183.pdf	adobe	Y	Y	1
130822_021604-664047.pdf	office_print			0
130822_025131-841594.pdf	adobe	Y	Y	1
130822_025138-652248.PDF	bcsi_packdesign			0
130822_025145-731320.pdf	office_print			0
130822_025615-707617.PDF	bcsi_packdesign			0
