file	profile	cut_len	crease_len	total_len	cov_cut	cov_crease	dist_cut	dist_crease	ambiguous	extracted
290423_021138-529265.PDF	bcsi_packdesign_2008_v1	5864	3025	21353	0.275	0.142	0.0	0.0		Y
290423_023004-896963.PDF	bcsi_packdesign_2008_v1	8887	3591	33436	0.266	0.107	0.0	0.0		Y
290423_023007-569353.pdf	bcsi_packdesign_2008_v1	17634	7059	32604	0.541	0.217	0.0	0.0		Y
290423_023759-225559.pdf	bcsi_packdesign_2008_v1	16320	7156	30688	0.532	0.233	0.0	0.0		Y
290423_023803-377823.PDF	bcsi_packdesign_2008_v1	5502	2440	22657	0.243	0.108	0.0	0.0		Y
290423_025139-812310.PDF	bcsi_packdesign_2008_v1	6996	3090	28452	0.246	0.109	0.0	0.0		Y
290423_025143-894871.pdf	bcsi_packdesign_2008_v1	13855	6059	30117	0.46	0.201	0.0	0.0		Y
290523_015752-152986.pdf	bcsi_packdesign_2008_v1	3767	63	16364	0.23	0.004	0.199	0.085		
290523_071956-105832.PDF	bcsi_packdesign_2008_v1	6323	4673	18103	0.349	0.258	0.007	0.005		Y
290622_020034.PDF	bcsi_packdesign_2008_v1	2661	2333	10797	0.246	0.216	0.0	0.0		Y
290622_020037.pdf	bcsi_packdesign_2008_v1	31441	27605	66618	0.472	0.414	0.0	0.0		Y
290623_175125-724829.PDF	bcsi_packdesign_2008_v1	6514	3344	24563	0.265	0.136	0.0	0.0		Y
290623_175135-361757.pdf	bcsi_packdesign_2008_v1	38809	19808	65405	0.593	0.303	0.0	0.0		Y
290623_175422-925197.PDF	bcsi_packdesign_2008_v1	6179	3107	22346	0.277	0.139	0.0	0.0		Y
290623_175509-687527.pdf	bcsi_packdesign_2008_v1	18398	9194	33895	0.543	0.271	0.0	0.0		Y
290722_090006.PDF	bcsi_packdesign_2008_v1	4977	3616	17154	0.29	0.211	0.03	0.079		Y
290722_094001.PDF	bcsi_packdesign_2008_v1	4354	3263	14334	0.304	0.228	0.03	0.079		Y
290822_034642-376982.PDF	bcsi_packdesign_2008_v1	7842	4751	24121	0.325	0.197	0.0	0.0		Y
290822_034753-605093.PDF	bcsi_packdesign_2008_v1	7842	4751	24121	0.325	0.197	0.0	0.0		Y
290822_072145-336080.PDF	bcsi_packdesign_2008_v1	23746	13850	62911	0.377	0.22	0.0	0.0		Y
290823_113923-258745.pdf	bcsi_packdesign_2008_v1	31542	21426	60544	0.521	0.354	0.0	0.0		Y
290823_113927-353256.PDF	bcsi_packdesign_2008_v1	5319	3626	22520	0.236	0.161	0.0	0.0		Y
290823_115622-985615.PDF	bcsi_packdesign_2008_v1	4330	2122	18522	0.234	0.115	0.0	0.0		Y
290823_115627-592160.pdf	bcsi_packdesign_2008_v1	17106	8290	31877	0.537	0.26	0.0	0.0		Y
290823_181052-716181.PDF	bcsi_packdesign_2008_v1	9390	6355	42845	0.219	0.148	0.0	0.0		Y
290922_013419-166038.PDF	bcsi_packdesign_2008_v1	6412	4495	17919	0.358	0.251	0.182	0.089		Y
290922_013911-206639.PDF	bcsi_packdesign_2008_v1	4804	2766	12110	0.397	0.228	0.182	0.089		Y
290922_040653-245412.PDF	bcsi_packdesign_2008_v1	5233	6121	19084	0.274	0.321	0.182	0.089		Y
290922_090828-362122.PDF	bcsi_packdesign_2008_v1	2038	0	8095	0.252	0.0	0.199	9.9		
291022_093047-965442.PDF	bcsi_packdesign_2008_v1	3012	2310	8843	0.341	0.261	0.182	0.089		Y
300123_003642-818796.PDF	bcsi_packdesign_2008_v1	6153	3960	19835	0.31	0.2	0.0	0.0		Y
300123_003648-343230.pdf	bcsi_packdesign_2008_v1	24249	15506	49339	0.491	0.314	0.0	0.0		Y
300123_005943-455241.PDF	bcsi_packdesign_2008_v1	0	3717	20690	0.0	0.18	9.9	0.085		
300123_015604-248444.pdf	bcsi_packdesign_2008_v1	16936	10908	37731	0.449	0.289	0.0	0.0		Y
300123_015610-467194.PDF	bcsi_packdesign_2008_v1	8522	5504	35140	0.243	0.157	0.0	0.0		Y
300123_072758-363713.PDF	bcsi_packdesign_2008_v1	5513	3447	14380	0.383	0.24	0.03	0.079		Y
300323_012516-692127.PDF	bcsi_packdesign_2008_v1	12360	8903	34725	0.356	0.256	0.034	0.081		Y
300323_033423-178139.PDF	bcsi_packdesign_2008_v1	31325	19673	80893	0.387	0.243	0.02	0.004		Y
300323_061930-678879.PDF	bcsi_packdesign_2008_v1	5452	3779	21940	0.249	0.172	0.0	0.0		Y
300523_060509-779239.PDF	bcsi_packdesign_2008_v1	4147	3252	16748	0.248	0.194	0.0	0.0		Y
300523_065221-363172.pdf	bcsi_packdesign_2008_v1	4999	3428	13706	0.365	0.25	0.03	0.079		Y
300622_073347.PDF	bcsi_packdesign_2008_v1	3659	0	13015	0.281	0.0	0.03	9.9		
300622_073351.pdf	bcsi_packdesign_2008_v1	28483	0	59440	0.479	0.0	0.199	9.9		
300622_073356.pdf	bcsi_packdesign_2008_v1	32044	0	66506	0.482	0.0	0.199	9.9		
300622_073509.PDF	bcsi_packdesign_2008_v1	3999	0	14400	0.278	0.0	0.03	9.9		
300622_073515.pdf	bcsi_packdesign_2008_v1	23252	0	49325	0.471	0.0	0.199	9.9		
300622_073519.pdf	bcsi_packdesign_2008_v1	23252	0	49325	0.471	0.0	0.199	9.9		
300622_073650.PDF	bcsi_packdesign_2008_v1	3999	0	14400	0.278	0.0	0.03	9.9		
300622_073659.pdf	bcsi_packdesign_2008_v1	23252	0	49325	0.471	0.0	0.199	9.9		
300622_073704.pdf	bcsi_packdesign_2008_v1	23252	0	49325	0.471	0.0	0.199	9.9		
300623_095450-369441.PDF	bcsi_packdesign_2008_v1	5183	3676	22800	0.227	0.161	0.0	0.0		Y
300623_095453-466866.pdf	bcsi_packdesign_2008_v1	20549	14533	41583	0.494	0.349	0.0	0.0		Y
300623_112904-274961.pdf	bcsi_packdesign_2008_v1	19635	16486	42826	0.458	0.385	0.0	0.0		Y
300623_112937-165919.PDF	bcsi_packdesign_2008_v1	3319	2790	18393	0.18	0.152	0.0	0.0		Y
300623_150458-296230.PDF	bcsi_packdesign_2008_v1	4021	4649	20550	0.196	0.226	0.0	0.0		Y
300623_150503-901682.pdf	bcsi_packdesign_2008_v1	23848	27639	58613	0.407	0.472	0.0	0.0		Y
300623_164226-927263.PDF	bcsi_packdesign_2008_v1	4546	3056	18424	0.247	0.166	0.0	0.0		Y
300623_171029-816659.PDF	bcsi_packdesign_2008_v1	1879	1448	5699	0.33	0.254	0.007	0.005		Y
300623_172451-696841.PDF	bcsi_packdesign_2008_v1	16842	9520	58361	0.289	0.163	0.0	0.0		Y
300623_172500-739927.pdf	bcsi_packdesign_2008_v1	16778	9462	33580	0.5	0.282	0.0	0.0		Y
300623_173826-688486.PDF	bcsi_packdesign_2008_v1	16842	9520	58361	0.289	0.163	0.0	0.0		Y
300623_173832-753364.pdf	bcsi_packdesign_2008_v1	16778	9462	33580	0.5	0.282	0.0	0.0		Y
300623_174852-422749.PDF	bcsi_packdesign_2008_v1	2172	1882	6881	0.316	0.273	0.007	0.005		Y
300722_030326.pdf	bcsi_packdesign_2008_v1	12552	7369	28322	0.443	0.26	0.0	0.0		Y
300822_024447-656661.PDF	bcsi_packdesign_2008_v1	6075	0	9842	0.617	0.0	0.199	9.9		
300822_024506-518178.pdf	bcsi_packdesign_2008_v1	45625	0	52221	0.874	0.0	0.0	9.9		
300822_025241-582034.pdf	bcsi_packdesign_2008_v1	45625	0	52221	0.874	0.0	0.0	9.9		
300822_032501-516295.PDF	bcsi_packdesign_2008_v1	3887	2638	12412	0.313	0.213	0.03	0.079		Y
300822_033620-153580.pdf	bcsi_packdesign_2008_v1	3550	1795	10436	0.34	0.172	0.0	0.0		Y
300822_092535-413653.PDF	bcsi_packdesign_2008_v1	3374	3127	10945	0.308	0.286	0.03	0.079		Y
300823_150020-309528.PDF	bcsi_packdesign_2008_v1	4637	2815	15716	0.295	0.179	0.0	0.0		Y
300823_150025-931954.pdf	bcsi_packdesign_2008_v1	18549	11260	35708	0.519	0.315	0.0	0.0		Y
300823_181248-293763.PDF	bcsi_packdesign_2008_v1	8399	6139	24341	0.345	0.252	0.026	0.006		Y
300922_072742-409292.PDF	bcsi_packdesign_2008_v1	6058	0	16781	0.361	0.0	0.199	9.9		
300922_093053-754680.PDF	bcsi_packdesign_2008_v1	1981	1143	5629	0.352	0.203	0.182	0.089		Y
301122_004146-462417.pdf	bcsi_packdesign_2008_v1	35959	9559	51530	0.698	0.186	0.0	0.0		Y
301122_004208-315780.PDF	bcsi_packdesign_2008_v1	2623	733	9216	0.285	0.08	0.0	0.0		Y
301122_061838-256827.pdf	bcsi_packdesign_2008_v1	15107	10015	32497	0.465	0.308	0.0	0.0		Y
301122_061842-937445.PDF	bcsi_packdesign_2008_v1	7624	5072	26869	0.284	0.189	0.0	0.0		Y
310123_082258-176011.PDF	bcsi_packdesign_2008_v1	2658	2086	13050	0.204	0.16	0.035	0.07		Y
310323_025017-954237.PDF	bcsi_packdesign_2008_v1	7137	3277	26453	0.27	0.124	0.0	0.0		Y
310323_030257-513263.PDF	bcsi_packdesign_2008_v1	6656	4105	28022	0.238	0.146	0.0	0.0		Y
310323_030301-197543.pdf	bcsi_packdesign_2008_v1	13151	8068	27873	0.472	0.289	0.0	0.0		Y
310323_090632-618875.PDF	bcsi_packdesign_2008_v1	17112	8848	44664	0.383	0.198	0.03	0.079		Y
310523_015736-599626.pdf	bcsi_packdesign_2008_v1	24804	13403	44327	0.56	0.302	0.0	0.0		Y
310523_065140-952262.PDF	bcsi_packdesign_2008_v1	2482	1966	13615	0.182	0.144	0.0	0.0		Y
310523_065144-803425.pdf	bcsi_packdesign_2008_v1	29353	23187	59734	0.491	0.388	0.0	0.0		Y
310523_070259-595486.PDF	bcsi_packdesign_2008_v1	5681	3690	15406	0.369	0.24	0.007	0.005		Y
310523_084407-839690.pdf	bcsi_packdesign_2008_v1	19174	14326	40254	0.476	0.356	0.0	0.0		Y
310523_084420-966758.PDF	bcsi_packdesign_2008_v1	9646	7218	34816	0.277	0.207	0.0	0.0		Y
310523_084740-182327.PDF	bcsi_packdesign_2008_v1	9646	7218	34816	0.277	0.207	0.0	0.0		Y
310523_084749-448567.pdf	bcsi_packdesign_2008_v1	19174	14326	40254	0.476	0.356	0.0	0.0		Y
310523_092419-254543.PDF	bcsi_packdesign_2008_v1	9164	6966	34363	0.267	0.203	0.0	0.0		Y
310523_092426-452152.pdf	bcsi_packdesign_2008_v1	18199	13811	38764	0.469	0.356	0.0	0.0		Y
310523_092955-198348.PDF	bcsi_packdesign_2008_v1	9907	8171	36309	0.273	0.225	0.0	0.0		Y
310523_093003-665582.pdf	bcsi_packdesign_2008_v1	9848	8116	24267	0.406	0.334	0.0	0.0		Y
310523_093553-866427.PDF	bcsi_packdesign_2008_v1	19963	13159	66225	0.301	0.199	0.007	0.005		Y
310723_092252-869277.PDF	bcsi_packdesign_2008_v1	6055	4721	29839	0.203	0.158	0.0	0.0		Y
310723_092312-554885.pdf	bcsi_packdesign_2008_v1	12008	9347	28573	0.42	0.327	0.0	0.0		Y
310723_155902-116279.PDF	bcsi_packdesign_2008_v1	1872	1418	5653	0.331	0.251	0.026	0.006		Y
310822_010607-399915.pdf	bcsi_packdesign_2008_v1	24636	15784	46926	0.525	0.336	0.15	0.07		Y
310822_034610-994956.PDF	bcsi_packdesign_2008_v1	4346	2770	11352	0.383	0.244	0.013	0.079		Y
310823_121351-992050.PDF	bcsi_packdesign_2008_v1	5137	3312	13771	0.373	0.241	0.026	0.006		Y
310823_145933-762459.PDF	bcsi_packdesign_2008_v1	1811	1520	6579	0.275	0.231	0.026	0.006		Y
311022_031742-142384.pdf	bcsi_packdesign_2008_v1	3186	3625	10845	0.294	0.334	0.0	0.0		Y
311022_071709-624552.PDF	bcsi_packdesign_2008_v1	4843	3463	16339	0.296	0.212	0.0	0.0		Y
311022_071735-428778.pdf	bcsi_packdesign_2008_v1	19010	13518	40901	0.465	0.331	0.0	0.0		Y
311022_073113-379441.PDF	bcsi_packdesign_2008_v1	4834	3438	16494	0.293	0.208	0.0	0.0		Y
311022_073147-769815.pdf	bcsi_packdesign_2008_v1	18976	13416	41644	0.456	0.322	0.0	0.0		Y
311022_095244-487733.PDF	bcsi_packdesign_2008_v1	3197	2811	12170	0.263	0.231	0.0	0.0		Y
311022_095521-631921.pdf	bcsi_packdesign_2008_v1	18859	16566	42192	0.447	0.393	0.0	0.0		Y
BOX KHUN DAO BIG_120422_145127.PDF	bcsi_packdesign_2008_v1	7301	7293	25215	0.29	0.289	0.03	0.079		Y
BOX KHUN DAO SMALL_120422_145101.PDF	bcsi_packdesign_2008_v1	6020	5326	20330	0.296	0.262	0.03	0.079		Y
E22030350 กล่องเบเกอรี่ HARIO CAFE_120422_11	bcsi_packdesign_2008_v1	6256	4197	21224	0.295	0.198	0.0	0.0		Y
E22030350 กล่องเบเกอรี่ HARIO CAFE_120422_11	bcsi_packdesign_2008_v1	6256	4197	21224	0.295	0.198	0.0	0.0		Y
F007173 กล่องเมล็ดทานตะวัน ตรา ชาช่า Rev.1_1	bcsi_packdesign_2008_v1	5595	4412	20248	0.276	0.218	0.03	0.07		Y
F007743 กล่องยาองค์การฯ 33X121X33MM._100522_	bcsi_packdesign_2008_v1	2198	1881	7751	0.284	0.243	0.032	0.07		Y
F008962 องค์การเภสัชกรรม JE21110604 34215270	bcsi_packdesign_2008_v1	30730	20202	55232	0.556	0.366	0.199	0.202		Y
F008962 องค์การเภสัชกรรม JE21110604 34215270	bcsi_packdesign_2008_v1	46096	30303	81391	0.566	0.372	0.199	0.202		Y
F008962 องค์การเภสัชกรรม JE21110604 34215270	bcsi_packdesign_2008_v1	3975	2650	11931	0.333	0.222	0.03	0.202		Y
F009697 TRAY REV.1_070422_165933.PDF	bcsi_packdesign_2008_v1	14333	0	45107	0.318	0.0	0.199	9.9		
F009698 COVER REV.1_070422_170743.PDF	bcsi_packdesign_2008_v1	6439	0	26047	0.247	0.0	0.199	9.9		
F009699 PARTITION REV.1_070422_170748.PDF	bcsi_packdesign_2008_v1	6116	0	17988	0.34	0.0	0.199	9.9		
F009728 กล่องรังนกโบกิ_120422_120340.PDF	bcsi_packdesign_2008_v1	5469	3359	16651	0.328	0.202	0.0	0.0		Y
F009744 4223521 SIDEGRA (SIDENAFIL) TABLETS 	bcsi_packdesign_2008_v1	1987	1651	8655	0.23	0.191	0.0	0.0		Y
F009744 4223521 SIDEGRA (SIDENAFIL) TABLETS 	bcsi_packdesign_2008_v1	2033	1697	8816	0.231	0.192	0.0	0.0		Y
F009744 4223521 SIDEGRA (SIDENAFIL) TABLETS 	bcsi_packdesign_2008_v1	2033	1697	8816	0.231	0.192	0.0	0.0		Y
F009775 กล่องใส่สบู่ 3 ก้อน (KING POWER)_270	bcsi_packdesign_2008_v1	13635	11646	39608	0.344	0.294	0.0	0.0		Y
F009780 รังนกเพิร์ล (ไส้ใน)_250422_182424.PD	bcsi_packdesign_2008_v1	7193	0	11345	0.634	0.0	0.0	9.9		
F009780 รังนกเพิร์ล_250422_182429.PDF	bcsi_packdesign_2008_v1	8674	5132	26019	0.333	0.197	0.0	0.0		Y
F009798 PIZZA PAN (TOM YUM SEAFOOD) 220 G La	bcsi_packdesign_2008_v1	20384	0	44393	0.459	0.0	0.199	9.9		
F009798 PIZZA PAN (TOM YUM SEAFOOD) 220 G_27	bcsi_packdesign_2008_v1	5275	171	17937	0.294	0.01	0.03	0.079		
F009799 PIZZA (HAWAIIAN) 135 G_270422_151238	bcsi_packdesign_2008_v1	4450	3882	15134	0.294	0.256	0.03	0.079		Y
F009800 PIZZA SEAFOOD 135 G lay_270422_15283	bcsi_packdesign_2008_v1	25974	22331	53656	0.484	0.416	0.199	0.079		Y
F009800 PIZZA SEAFOOD 135 G_270422_152827.PD	bcsi_packdesign_2008_v1	4487	3872	15178	0.296	0.255	0.03	0.079		Y
F009801 CHEESE STICK Lay_270422_160654.pdf	bcsi_packdesign_2008_v1	26394	23174	54642	0.483	0.424	0.199	0.079		Y
F009801 CHEESE STICK_270422_160701.PDF	bcsi_packdesign_2008_v1	4578	4034	15138	0.302	0.266	0.03	0.079		Y
F009802 CABIN SNACK BOX Lay_270422_163630.pd	bcsi_packdesign_2008_v1	29223	24479	90135	0.324	0.272	0.199	0.079		Y
F009802 CABIN SNACK BOX_270422_163635.PDF	bcsi_packdesign_2008_v1	3752	3151	16394	0.229	0.192	0.03	0.079		Y
F009855 MELON BOX (L)_100522_162321.PDF	bcsi_packdesign_2008_v1	13443	10026	39290	0.342	0.255	0.03	0.079		Y
F009862 กล่องบรรจุเมล่อน (วาสนาฟาร์ม Size s 	bcsi_packdesign_2008_v1	22264	13959	43217	0.515	0.323	0.199	0.079		Y
F009862 กล่องบรรจุเมล่อน (วาสนาฟาร์ม Size s 	bcsi_packdesign_2008_v1	11311	7151	32268	0.351	0.222	0.03	0.079		Y
F009867 TMAIRAI BRAND BOX X 10 TRAY_120522_1	bcsi_packdesign_2008_v1	7132	9840	36998	0.193	0.266	0.054	0.084		Y
F009868 TMAIRAI BRAND BOX X 10 COVER_120522_	bcsi_packdesign_2008_v1	7177	9976	37296	0.192	0.267	0.063	0.088		Y
F009870 TMAIRAI BRAND BOX X 10 CUSHION_12052	bcsi_packdesign_2008_v1	8691	10320	25186	0.345	0.41	0.063	0.088		Y
F009874  กล่องกระดาษทิชชู Lay_200522_093345.	bcsi_packdesign_2008_v1	15836	12996	37417	0.423	0.347	0.0	0.0		Y
F009874  กล่องกระดาษทิชชู_200522_093351.PDF	bcsi_packdesign_2008_v1	4022	3304	13978	0.288	0.236	0.0	0.0		Y
F009878 CARGURU LEATHER WAX Lay_120522_15150	bcsi_packdesign_2008_v1	30623	23698	59544	0.514	0.398	0.199	0.079		Y
F009878 CARGURU LEATHER WAX_120522_151511.PD	bcsi_packdesign_2008_v1	3544	2767	12074	0.294	0.229	0.03	0.079		Y
F009879 HORSEY CAR CARE Lay_120522_145058.pd	bcsi_packdesign_2008_v1	23833	0	48259	0.494	0.0	0.199	9.9		
F009879 HORSEY CAR CARE Lay_120522_145851.pd	bcsi_packdesign_2008_v1	23833	0	48259	0.494	0.0	0.199	9.9		
F009879 HORSEY CAR CARE_120522_145102.PDF	bcsi_packdesign_2008_v1	4101	3707	14381	0.285	0.258	0.03	0.079		Y
F009879 HORSEY CAR CARE_120522_145854.PDF	bcsi_packdesign_2008_v1	4101	3707	14381	0.285	0.258	0.03	0.079		Y
F009884 กล่อง OAT FIBER SPAGHETTI_240522_112	bcsi_packdesign_2008_v1	3792	3525	13012	0.291	0.271	0.0	0.0		Y
F009885 กล่องยาน้ำ 15 ML_130522_173507.PDF	bcsi_packdesign_2008_v1	2537	1938	9442	0.269	0.205	0.0	0.0		Y
F009885 กล่องยาน้ำ 15 ML_130522_173523.PDF	bcsi_packdesign_2008_v1	2537	1938	9442	0.269	0.205	0.0	0.0		Y
F009886 กล่องยาน้ำ 30 ML_130522_173550.PDF	bcsi_packdesign_2008_v1	2365	1852	9352	0.253	0.198	0.0	0.0		Y
F009886 กล่องยาน้ำ 30 ML_130522_173603.PDF	bcsi_packdesign_2008_v1	2365	1852	9352	0.253	0.198	0.0	0.0		Y
F009887 กล่องยาน้ำ 60 ML_130522_173619.PDF	bcsi_packdesign_2008_v1	2880	2204	11010	0.262	0.2	0.0	0.0		Y
F009887 กล่องยาน้ำ 60 ML_130522_173635.PDF	bcsi_packdesign_2008_v1	2880	2204	11010	0.262	0.2	0.0	0.0		Y
F009894 CHICKEN WRAP_170522_170843.PDF	bcsi_packdesign_2008_v1	4263	4895	15917	0.268	0.308	0.03	0.079		Y
F009903 - CARTON ZENDA 1000 (25x2 TABLETS)_2	bcsi_packdesign_2008_v1	6241	3878	17097	0.365	0.227	0.034	0.081		Y
F009904 - CARTON BENDA 500_200522_144622.PDF	bcsi_packdesign_2008_v1	5812	3898	17887	0.325	0.218	0.034	0.081		Y
F009905 - CARTON PATBLU FEVER AND PAIN MEDIC	bcsi_packdesign_2008_v1	8005	5056	21681	0.369	0.233	0.034	0.081		Y
F009906 - BOX BENDA 500_200522_144605.PDF	bcsi_packdesign_2008_v1	1999	1775	7345	0.272	0.242	0.034	0.081		Y
F009907 - Carton Annylyn 21S & 28S_200522_14	bcsi_packdesign_2008_v1	6850	4036	20242	0.338	0.199	0.034	0.081		Y
F009929 กล่อง  FETTUCCINE REV.1_280522_16172	bcsi_packdesign_2008_v1	4181	3193	12950	0.323	0.247	0.0	0.0		Y
INNER BOX_070422_110425.PDF	bcsi_packdesign_2008_v1	5914	4831	20377	0.29	0.237	0.0	0.0		Y
LAY BOX KHUN DAO SMALL_120422_145109.PDF	bcsi_packdesign_2008_v1	23617	20860	51956	0.455	0.401	0.199	0.079		Y
LAY E22030350 กล่องเบเกอรี่ HARIO CAFE_12042	bcsi_packdesign_2008_v1	0	0	5999	0.0	0.0	9.9	9.9		
LAY E22030350 กล่องเบเกอรี่ HARIO CAFE_12042	bcsi_packdesign_2008_v1	0	0	5999	0.0	0.0	9.9	9.9		
LAY F007883 องค์การเภสัชฯ AUTO LOCK 35 X 190	bcsi_packdesign_2008_v1	22610	20914	47814	0.473	0.437	0.0	0.0		Y
LAY F009596 กล่องหูหิ้ว REV.5_130522_154923.	bcsi_packdesign_2008_v1	17206	16649	40118	0.429	0.415	0.0	0.0		Y
LAY F009596 กล่องหูหิ้ว REV.5_170522_103425.	bcsi_packdesign_2008_v1	17206	16649	40118	0.429	0.415	0.0	0.0		Y
LAY F009728 กล่องรังนกโบกิ_120422_120345.pdf	bcsi_packdesign_2008_v1	21603	13199	41006	0.527	0.322	0.0	0.0		Y
LAY F009744 4223521 SIDEGRA (SIDENAFIL) TABL	bcsi_packdesign_2008_v1	23363	19423	50991	0.458	0.381	0.0	0.0		Y
LAY F009744 4223521 SIDEGRA (SIDENAFIL) TABL	bcsi_packdesign_2008_v1	23907	19970	52110	0.459	0.383	0.0	0.0		Y
LAY F009744 4223521 SIDEGRA (SIDENAFIL) TABL	bcsi_packdesign_2008_v1	23907	19970	52110	0.459	0.383	0.0	0.0		Y
LAY F009780 รังนกเพิร์ล (ไส้ใน)_250422_18243	bcsi_packdesign_2008_v1	14263	0	20117	0.709	0.0	0.0	9.9		
LAY F009780 รังนกเพิร์ล_250422_182438.pdf	bcsi_packdesign_2008_v1	17168	10097	33545	0.512	0.301	0.0	0.0		Y
LAY F009884 กล่อง OAT FIBER SPAGHETTI_240522	bcsi_packdesign_2008_v1	22480	20934	50281	0.447	0.416	0.0	0.0		Y
LAY F009929 กล่อง  FETTUCCINE REV.1_280522_1	bcsi_packdesign_2008_v1	33054	25193	65331	0.506	0.386	0.0	0.0		Y
LAY INNER BOX_070422_110436.pdf	bcsi_packdesign_2008_v1	11828	9661	29026	0.407	0.333	0.0	0.0		Y
LAY RFQ22040015 กล่อง SPA ME BODY CREAM_2504	bcsi_packdesign_2008_v1	23841	18076	48672	0.49	0.371	0.0	0.0		Y
LAY กล่อง TRD GOLD_270422_100403.pdf	bcsi_packdesign_2008_v1	29570	28956	65540	0.451	0.442	0.0	0.0		Y
LAy ยากันยุง SIZE 137 X137 X93MM_200522_1519	bcsi_packdesign_2008_v1	20787	13114	39998	0.52	0.328	0.0	0.0		Y
LAY แบบที่ 1 F007743 กล่องยาองค์การฯ 33X121X	bcsi_packdesign_2008_v1	68533	58589	132291	0.518	0.443	0.15	0.07		Y
RFQ22030517 กล่องสบู่_300322_102051.PDF	bcsi_packdesign_2008_v1	2834	2000	9785	0.29	0.204	0.0	0.0		Y
RFQ22040014NATURAL ENRICHED MOISTURIZING HAN	bcsi_packdesign_2008_v1	5335	3631	14608	0.365	0.249	0.0	0.0		Y
กล่อง TRD GOLD_270422_100357.PDF	bcsi_packdesign_2008_v1	3331	3254	11269	0.296	0.289	0.0	0.0		Y
